name,generation,price,city,departament
Mitsubishi Sportero 2.5,2023,194900000.0,Bucaramanga , Santander
Jeep Commander Overland,2023,216990000.0,Barrios Unidos , Bogotá D.C.
Ram 700 C/s,2023,71990000.0,Barrios Unidos , Bogotá D.C.
Toyota Corolla Cross Xei At,2023,150900000.0,Cúcuta , Norte De Santander
Kia Sportage Desire 2024,2024,139100000.0,Suba , Bogotá D.C.
Toyota Corolla Cross Seg Hibrida Seg Hibrida,2024,168000000.0,Medellín , Antioquia
Ford F-150 3.5 Svt Raptor Supercrew,2023,520990000.0,Chía , Cundinamarca
Mitsubishi Montero Sport,2023,287900000.0,Bucaramanga , Santander
Toyota Corolla Cross,2023,160900000.0,Bucaramanga , Santander
Mazda 3 2.0 Touring,2023,117100000.0,Usaquén , Bogotá D.C.
Renault Kwid Zen 1.0,2023,51900000.0,Medellín , Antioquia
Ford Explorer St,2023,299990000.0,Montería , Córdoba
Ford Explorer St,2023,299990000.0,Suba , Bogotá D.C.
Ford Bronco Big Bend,2023,171490000.0,Suba , Bogotá D.C.
Toyota Corolla Cross Xei Hibrida,2023,146900000.0,Medellín , Antioquia
Ford Edge 2.7 Ecoboost V6,2023,227490000.0,Engativa , Bogotá D.C.
Chevrolet Onix Premier 5p,2023,83990000.0,Suba , Bogotá D.C.
Toyota Corolla Corolla Cross Gazoo,2023,145500000.0,Barrios Unidos , Bogotá D.C.
Ford Bronco Wiltrack,2023,193490000.0,Engativa , Bogotá D.C.
Chevrolet N400 Max Cargo N400,2023,78950000.0,Suba , Bogotá D.C.
Ford Ranger 3.2 Limited,2023,214990000.0,Suba , Bogotá D.C.
Volkswagen Taos 1.4 Tsi Highline,2022,177990000.0,Cali , Valle Del Cauca
Volkswagen Nivus High Line,2023,128990000.0,Cali , Valle Del Cauca
Chevrolet Equinox Rs,2023,158990000.0,Usaquén , Bogotá D.C.
Chevrolet Bolt Bolt Euv Electrico,2023,204990000.0,Usaquén , Bogotá D.C.
Ford Bronco Big Bend,2023,171490000.0,Suba , Bogotá D.C.
Renault Koleos 2.5 Zen,2023,137500000.0,Cali , Valle Del Cauca
Volkswagen Taos 1.4 Tsi Comfortline Select,2022,146990000.0,Medellín , Antioquia
Ford Nueva Ranger Fx4,2023,198990000.0,Engativa , Bogotá D.C.
Ford Explorer 2.3l Ecoobost,2023,228990000.0,Suba , Bogotá D.C.
Renault Duster Oroch Zen,2023,108200000.0,Villavicencio , Meta
Ford Ranger Xlt,2023,193990000.0,Suba , Bogotá D.C.
Kia Sportage 2.0 Zenith Aut,2023,175990000.0,Cali , Valle Del Cauca
Ford Nueva Ranger Limited Euro Iv,2023,209990000.0,Puente Aranda , Bogotá D.C.
Chevrolet Equinox Rs,2023,159990000.0,Usaquén , Bogotá D.C.
Ford Nueva Ranger Fx4,2023,193990000.0,Puente Aranda , Bogotá D.C.
Ford Edge Sel,2022,191990000.0,Puente Aranda , Bogotá D.C.
Volkswagen Teramont Highline,2023,237990000.0,Bucaramanga , Santander
Volkswagen Amarok 3.0 Highline,2023,253645300.0,Suba , Bogotá D.C.
Suzuki Swift Hydrido,2023,79460000.0,Suba , Bogotá D.C.
Suzuki Baleno Gl Mt,2023,79990000.0,Suba , Bogotá D.C.
Mazda 2 1.5 Touring Sedan,2023,85500000.0,Usaquén , Bogotá D.C.
Toyota Hilux Mecanica 2.4 Diesel 4x4,2023,210500000.0,Barrios Unidos , Bogotá D.C.
Kia Sportage Zenith,2023,175990000.0,Cali , Valle Del Cauca
Mazda Mazda Cx-50 Grand Touring Awd,2023,187600000.0,Cali , Valle Del Cauca
Mazda 2023 Gran Touring,2023,186100000.0,Suba , Bogotá D.C.
Chevrolet Onix Rs,2023,75720000.0,Cota , Cundinamarca
Ford F-150 Xlt Hibrida,2022,299990000.0,Pereira , Risaralda
Citroën C4 C4 Feel 1.6,2023,95490000.0,Suba , Bogotá D.C.
Renault Duster Oroch Intens,2023,114600000.0,Bogota , Cundinamarca
Kia Sportage Vibrant,2023,150490000.0,Cali , Valle Del Cauca
Kia Sportage Desire,2023,148490000.0,Usaquén , Bogotá D.C.
Mazda 2 Grand Touring Lx,2024,94050000.0,Cali , Valle Del Cauca
Dongfeng Captain Drr 7000,2023,134990000.0,Suba , Bogotá D.C.
Mazda Cx-5 2.5 At Touring,2023,154950000.0,Neiva , Huila
Chevrolet Joy Black,2023,66920000.0,Cúcuta , Norte De Santander
Mazda Cx-30 Grand Touring Hibrida,2023,131900000.0,Ibagué , Tolima
Audi A3 Advanced,2023,174900000.0,Medellín , Antioquia
Suzuki S-cross Glx,2023,126530000.0,Suba , Bogotá D.C.
Seat Ateca Ateca Style Sport,2023,148980000.0,Engativa , Bogotá D.C.
Chasis Fuso Canter 7.5 Para Microbus O Buseta Solo Chasis ,2023,172000000.0,Cota , Cundinamarca
Chevrolet N400 Cargo,2022,81990000.0,Fontibón , Bogotá D.C.
Onix Rs Hb Mt 2023 2023 Onix Rs Hb Mt 2023,2023,78990000.0,Medellín , Antioquia
Volvo Xc90 T8 Inscription,2023,444990000.0,Usaquén , Bogotá D.C.
Renault Sandero Sandero Life,2023,64300000.0,Usaquén , Bogotá D.C.
Renault Stepway Zen,2023,90300000.0,Martires , Bogotá D.C.
Toyota Corolla 1.8 Hibrida,2024,149000000.0,Medellín , Antioquia
Toyota Hilux 2.4l,2023,208000000.0,Medellín , Antioquia
Jetour X70 Jetour X70 Limited Jetour X70 Limited,2023,121990000.0,Cartagena De Indias , Bolívar
Toyota Yaris 1.5,2023,165900000.0,Villavicencio , Meta
Jeep Renegade Sport,2023,139990000.0,Barrios Unidos , Bogotá D.C.
Ram Cabina Sencilla Slt,2023,71990000.0,Barrios Unidos , Bogotá D.C.
Jeep Wrangler Jl Rubicon,2023,364990000.0,Barrios Unidos , Bogotá D.C.
Jeep Wrangler Jl Rubicon,2023,364990000.0,Barrios Unidos , Bogotá D.C.
Volkswagen Tiguan Elegance 2.0,2023,207990000.0,Suba , Bogotá D.C.
Volkswagen Tiguan Elegance,2023,207990000.0,Suba , Bogotá D.C.
Volkswagen Taos Comfortline Select,2023,162990000.0,Suba , Bogotá D.C.
Volkswagen T-cross Trendline,2023,117990000.0,Usaquén , Bogotá D.C.
Volkswagen T-cross Trendline,2023,117990000.0,Suba , Bogotá D.C.
Volkswagen T-cross Trendline St - At,2023,108990000.0,Suba , Bogotá D.C.
Chevrolet Tahoe V8,2023,374619000.0,Usaquén , Bogotá D.C.
Ford Bronco Wildtrack,2023,193490000.0,Engativa , Bogotá D.C.
Jeep Renegade Sport,2023,139990000.0,Barrios Unidos , Bogotá D.C.
Jeep Wrangler Unlimited Sahara,2023,344990000.0,Barrios Unidos , Bogotá D.C.
Renault Master 2.3l,2023,248000000.0,Barrios Unidos , Bogotá D.C.
Kia Stonic 1.0 Zenith,2023,111680000.0,Suba , Bogotá D.C.
Kia Sportage 2000,2024,139490000.0,Suba , Bogotá D.C.
Kia Soluto 1.4l Lx 5mt Ac,2023,68990000.0,Suba , Bogotá D.C.
Mitsubishi All New Outlander All New Outlander 2.5 Diamante,2023,241900000.0,Puente Aranda , Bogotá D.C.
Mitsubishi L200 Sportero Especial Edition Se,2023,240900000.0,Ibagué , Tolima
Mitsubishi New Outlander Diamante 4x4,2023,241900000.0,Ibagué , Tolima
Ford Ranger Xls Gasolina,2023,142990000.0,Chía , Cundinamarca
Ford Escape 2.0 Titanium,2023,190990000.0,Chía , Cundinamarca
Chevrolet Onix 1.0t Automática,2023,76820000.0,Tunjuelito , Bogotá D.C.
Ford Ranger 3.2 Fx4,2023,198990000.0,Suba , Bogotá D.C.
Ford Bronco Wildtrak,2023,193490000.0,Suba , Bogotá D.C.
Ford Bronco Big Bend,2023,171490000.0,Suba , Bogotá D.C.
Suzuki Vitara 1.6 Gl,2023,96000000.0,Teusaquillo , Bogotá D.C.
Chevrolet Blazer Rs,2023,209030000.0,Suba , Bogotá D.C.
Ford Ranger Limited Euro 6,2023,234990000.0,Usaquén , Bogotá D.C.
Ford Edge 2.7 Ecoboost V6,2023,227990000.0,Suba , Bogotá D.C.
Ford Ranger 3.2 Limited,2023,234990000.0,Usaquén , Bogotá D.C.
Ford Ranger Fx4,2023,198990000.0,Suba , Bogotá D.C.
Volkswagen Teramont 3.6 Highline 4motion,2023,251990000.0,Usaquén , Bogotá D.C.
Renault Duster Oroch 1.3 Turbo,2023,114400000.0,Puente Aranda , Bogotá D.C.
Suzuki S-cross Glx,2023,130000000.0,Chía , Cundinamarca
Renault Duster Intens,2024,99900000.0,Suba , Bogotá D.C.
Volkswagen T-cross Trendline Con Techo,2023,114990000.0,Cali , Valle Del Cauca
Renault Koleos 2.5 Intens,2023,142100000.0,Chapinero , Bogotá D.C.
Ford Ranger 3.2 Fx4,2023,198990000.0,Engativa , Bogotá D.C.
Renault Zoe Iconic,2023,148090000.0,Usaquén , Bogotá D.C.
Kia Sportage Zenith,2024,170990000.0,Suba , Bogotá D.C.
Mercedes-benz Clase Glb 35 Amg,2023,329900000.0,Neiva , Huila
Renault Kwid Outsider,2023,64200000.0,Fusagasugá , Cundinamarca
Chevrolet Traverse Rs,2023,243900000.0,Suba , Bogotá D.C.
Mazda 2 Sport Touring Carbon Edition,2023,83950000.0,Suba , Bogotá D.C.
Mazda Cx-9 2.5l Turbo Signature,2023,231000000.0,Cali , Valle Del Cauca
Ford Nueva Ranger Fx4,2023,218990000.0,Pereira , Risaralda
Suzuki S-cross 1.6 Glx All Grip,2023,137530000.0,Sincelejo , Sucre
Citroën C4 Cactus 1.6 Feel Aut,2023,97490000.0,Montería , Córdoba
Volkswagen Taos Highline,2022,156160300.0,Suba , Bogotá D.C.
Hyundai New Getz Advance,2023,86490000.0,Suba , Bogotá D.C.
Hyundai Tucson Nx4 Premium,2023,160490000.0,Suba , Bogotá D.C.
Volvo Xc60b6 Ultimate,2023,334990000.0,Usaquén , Bogotá D.C.
Toyota Corolla 1.8 Hybrid,2023,150000000.0,Medellín , Antioquia
Mg Zs 1.5 Zs,2023,112990000.0,Engativa , Bogotá D.C.
Mg Zs 1.5 Zs,2023,97990000.0,Engativa , Bogotá D.C.
Toyota Prado 2.8 Euro Vi,2023,390000000.0,Suba , Bogotá D.C.
Ford F-150 Xlt Hibrida,2022,299990000.0,Cali , Valle Del Cauca
Honda Wr-v 1.5 Lx,2023,109490000.0,Chía , Cundinamarca
Kia 2023 Emotion,2023,110190000.0,Suba , Bogotá D.C.
Mazda 2 1.5 Touring Sedan,2023,85500000.0,Puente Aranda , Bogotá D.C.
Ford Escape 2.0 Se 4x2,2023,142990000.0,Suba , Bogotá D.C.
Mercedes-benz Clase Gle Amg Line,2023,399900000.0,Usaquén , Bogotá D.C.
Ford Nueva Ranger Xlt,2023,188990000.0,Puente Aranda , Bogotá D.C.
Chevrolet Traverse Traverse Rs At Awd,2023,257990000.0,Cali , Valle Del Cauca
Kia Picanto Emotion A/c,2023,56790000.0,Chía , Cundinamarca
Mazda Cx50 Grand Touring 4*4,2023,187600000.0,Cali , Valle Del Cauca
Mazda 2 1.5 Grand Touring Lx,2023,92500000.0,Suba , Bogotá D.C.
Kia Sportage 2.0 Vibrant Aut,2023,149250000.0,Chía , Cundinamarca
Peugeot 2008 Allure,2023,132990000.0,Fontibón , Bogotá D.C.
Chevrolet Blazer Rs Ac 3.6 5p,2023,123620000.0,Suba , Bogotá D.C.
Toyota Yaris Xs Standar Hatchback O Sedan,2023,84000000.0,Barrios Unidos , Bogotá D.C.
Toyota Hilux V6 Gasolina Automática 4x4,2023,264000000.0,Barrios Unidos , Bogotá D.C.
Grua Jac Jrr Cabina Y Media,2023,224990000.0,Engativa , Bogotá D.C.
Volkswagen Jetta High Line,2023,130990000.0,Medellín , Antioquia
Mazda Grand Touring Mazda Mx30,2023,202550000.0,Cali , Valle Del Cauca
Hyundai Tucson Nx4,2023,141690000.0,Engativa , Bogotá D.C.
Peugeot 5008 Gt,2023,179890000.0,Chía , Cundinamarca
Peugeot 2008 1.2 Europa Active 1.2,2023,120990000.0,Chía , Cundinamarca
Peugeot 3008 Allure,2023,156990000.0,Chía , Cundinamarca
Peugeot 2008 1.6 Fl,2023,96990000.0,Chía , Cundinamarca
Renault Alaskan Zen,2023,189990000.0,Chapinero , Bogotá D.C.
Mazda 2 Gran Tuoring Lx,2024,93950000.0,Villavicencio , Meta
Audi A4 Advance,2023,205900000.0,Suba , Bogotá D.C.
Kia Picanto Emotion A/a,2023,52990000.0,Suba , Bogotá D.C.
Mazda Cx-5 Tuoring,2024,146250000.0,Villavicencio , Meta
Chevrolet Equinox Rs,2023,156400000.0,Teusaquillo , Bogotá D.C.
Mazda 2 Carbon Edition,2024,85500000.0,Cali , Valle Del Cauca
Volkswagen Amarok Trendline T,2022,144900000.0,Teusaquillo , Bogotá D.C.
Volkswagen Taos 1.4 Tsi Highline,2022,155990000.0,Suba , Bogotá D.C.
Audi A4 Advanced,2022,205900000.0,Cali , Valle Del Cauca
Kia Sonet Mecánica Kia Sonet Desire Kia Sonet,2023,97990000.0,Usaquén , Bogotá D.C.
Mazda Cx-5 Carbon Edition - Grand Touring,2024,172350000.0,Cali , Valle Del Cauca
Hyundai Tucson Premium,2023,144990000.0,Suba , Bogotá D.C.
Mazda 5 Cx-5 Touring At 2.0,2023,145650000.0,Ibagué , Tolima
Renault Kwid Intens,2023,59990000.0,Antonio Nariño , Bogotá D.C.
Cupra Formentor 190,2023,167480000.0,Engativa , Bogotá D.C.
Chevrolet Tracker Turbo,2023,101990000.0,Medellín , Antioquia
Chevrolet Camaro Six Ss,2022,327990000.0,Usaquén , Bogotá D.C.
Kia Sonet Zenith,2023,97990000.0,Usaquén , Bogotá D.C.
Jac T8 Confort,2023,139990000.0,Pereira , Risaralda
Mazda 2 Touring Carbon Edition,2023,81500000.0,Suba , Bogotá D.C.
Renault Stepway Zen,2023,81300000.0,Suba , Bogotá D.C.
Renault Duster Intens,2023,99900000.0,Suba , Bogotá D.C.
Renault Alaskan Intens,2023,220090000.0,Medellín , Antioquia
Suzuki Swift Hibrido,2023,79670000.0,Suba , Bogotá D.C.
Ford Explorer Limited 4x4,2022,267990000.0,Suba , Bogotá D.C.
Kia Sonet Mecanica Entrega Inmediata,2023,102900000.0,Usaquén , Bogotá D.C.
Toyota Yaris Xls Hibrida,2023,148900000.0,Usaquén , Bogotá D.C.
Chevrolet Tracker 1.2l Turbo,2023,106220000.0,Cota , Cundinamarca
Chevrolet Onix 1.0t Mecánica,2023,77220000.0,Cota , Cundinamarca
Volvo Xc40 B5 Ultimate Dark Híbrida 4x4,2023,269990000.0,Medellín , Antioquia
"Mazda Cx-5 Touring 4x2 2,0",2024,145750000.0,Usaquén , Bogotá D.C.
Mazda Cx-5 Touring 4x2 Tapiceria En Cuero,2024,149200000.0,Usaquén , Bogotá D.C.
Toyota Yaris Disponible Xls Hibrida,2023,141500000.0,Chapinero , Bogotá D.C.
Chevrolet Bolt Euv 1.4% Interés Desde*,2023,207819000.0,Suba , Bogotá D.C.
Chevrolet Onix Lt Mt Tasa 0.99% O Póliza Gratis*,2023,70800000.0,Suba , Bogotá D.C.
Renault Kangoo Nueva Kangoo,2023,77990000.0,Cali , Valle Del Cauca
Ford Bronco Wildtrak,2023,193490000.0,Suba , Bogotá D.C.
Suzuki Xl-7 Gl,2023,112680000.0,Suba , Bogotá D.C.
Ram Docble Cabina Bighorn,2024,95990000.0,Barrios Unidos , Bogotá D.C.
Jeep Wrangler Jl Unlimited Sahara At,2023,344990000.0,Barrios Unidos , Bogotá D.C.
Mazda 2 1.5 Touring Sedan,2023,81500000.0,Medellín , Antioquia
Seat Ateca Style Sport,2023,152990000.0,Girón , Santander
Seat Ibiza Style,2023,102990000.0,Bucaramanga , Santander
Peugeot 3008 1.6 Allure,2023,153990000.0,Fontibón , Bogotá D.C.
Kia Picanto Vibrant Mt,2024,60990000.0,Chía , Cundinamarca
Volkswagen Tiguan Elegance 2.0,2023,207990000.0,Usaquén , Bogotá D.C.
Volkswagen Teramont Teramont Highline,2023,237990000.0,Suba , Bogotá D.C.
Volkswagen Taos Highline,2023,178990000.0,Usaquén , Bogotá D.C.
Volkswagen T-cross Trendline Sense 1.0,2023,89990000.0,Suba , Bogotá D.C.
Toyota Txl 2.8 Diesel 2023 Diesel,2023,387000000.0,Medellín , Antioquia
Chevrolet Onix Sedan,2023,77220000.0,Suba , Bogotá D.C.
Chevrolet Traverse Lt Lt,2023,251120000.0,Suba , Bogotá D.C.
Kia Sonet Desire 2024,2024,97250000.0,Suba , Bogotá D.C.
Mazda 2 Carbon Edi,2023,81500000.0,Medellín , Antioquia
Renault Captur Zen,2024,114500000.0,Ciudad Bolívar , Bogotá D.C.
Chevrolet Blazer Ultima Unidad  Único Precio,2023,209029000.0,Suba , Bogotá D.C.
Chevrolet Equinox Ultima Unidad-unico Precio,2023,156399000.0,Suba , Bogotá D.C.
Chevrolet N400 Cargo Paga En 2024,2023,78949000.0,Suba , Bogotá D.C.
Volkswagen Nivus Comfortline Sense,2023,99990000.0,Suba , Bogotá D.C.
Seat Tarraco Xcellence,2023,171990000.0,Suba , Bogotá D.C.
Seat Ateca Style Sport,2023,150990000.0,Usaquén , Bogotá D.C.
Seat Arona Reference,2024,95990000.0,Usaquén , Bogotá D.C.
Volkswagen Virtus 1.6 Highline,2023,115490000.0,Bucaramanga , Santander
Chevrolet Colorado 2.8 High Country,2023,244990000.0,Usaquén , Bogotá D.C.
Seat Arona Reference,2024,95990000.0,Suba , Bogotá D.C.
Seat Arona Reference,2024,95990000.0,Suba , Bogotá D.C.
Volkswagen Saveiro 1.6l,2023,78490000.0,Usaquén , Bogotá D.C.
Mitsubishi Outlander 2.4 Kaiteki,2023,241900000.0,Cali , Valle Del Cauca
Renault Duster 1.3 Intense Mt 4x4,2023,104000000.0,Barrios Unidos , Bogotá D.C.
Kia Picanto S/a,2023,55290000.0,Suba , Bogotá D.C.
Ford Ranger 3.2 Limited,2023,234990000.0,Montería , Córdoba
Chevrolet Onix Rs,2023,77900000.0,Usaquén , Bogotá D.C.
Ford Ranger 3.2 Limited,2023,202990000.0,Chía , Cundinamarca
Ford Ranger 3.2 Limited,2023,202990000.0,Chía , Cundinamarca
Karry - Yoyo Carga ,2023,70990000.0,Barranquilla , Atlántico
Ford Explorer St,2023,299990000.0,Suba , Bogotá D.C.
Volkswagen T-cross 1.6l Trendline Mt,2023,86990000.0,Usaquén , Bogotá D.C.
Kia Rio Vibrant,2023,82090000.0,Chía , Cundinamarca
Jetour X70 Sport Camioneta,2023,112990000.0,Barranquilla , Atlántico
Audi Q5 45 Tfsi Mhev Sline,2023,304900000.0,Manizales , Caldas
Jeep Compass Longitude 1.3 T At,2023,173990000.0,Cali , Valle Del Cauca
Chevrolet Tahoe Z71,2023,366100000.0,Suba , Bogotá D.C.
Ford Ranger Limited 3.2,2023,234990000.0,Usaquén , Bogotá D.C.
Ford Escape 2.0 Se 4x2,2023,142990000.0,Suba , Bogotá D.C.
Renault Duster Iconic Cvt 1.3 Tce,2024,111900000.0,Ciudad Bolívar , Bogotá D.C.
Volkswagen Taos 1.4 Tsi Highline,2023,176990000.0,Usaquén , Bogotá D.C.
Volkswagen Amarok 2.0 Trendline T 140 Hp,2023,178990000.0,Usaquén , Bogotá D.C.
Toyota Tundra Hibrida,2023,650000000.0,Suba , Bogotá D.C.
Ford Ranger 3.2 Limited,2023,214990000.0,Engativa , Bogotá D.C.
Mazda Cx-9 2.5 Grand Touring Signature,2023,238250000.0,Puente Aranda , Bogotá D.C.
Ford Mustang Gt Premium,2023,264990000.0,Engativa , Bogotá D.C.
Renault Alaskan 2.5 Intens,2023,215090000.0,Usaquén , Bogotá D.C.
Renault Duster Iconic,2023,110000000.0,Usaquén , Bogotá D.C.
Renault Stepway 1.6 Intense Mecánica,2023,84200000.0,Usaquén , Bogotá D.C.
Renault Sandero Life +,2023,68090000.0,Usaquén , Bogotá D.C.
Renault Zoe Iconic,2023,148090000.0,Usaquén , Bogotá D.C.
Chevrolet Tahoe Z71,2023,377990000.0,Usaquén , Bogotá D.C.
Renault Sandero Life +,2023,69990000.0,Antonio Nariño , Bogotá D.C.
Renault Stepway 1.6 Dynamique / Intens Mecánica,2023,86100000.0,Suba , Bogotá D.C.
Renault Oroch Intens 4x4 Outsider 1.3 Tce,2023,117900000.0,Fusagasugá , Cundinamarca
Renault Logan Intens,2023,82500000.0,Usaquén , Bogotá D.C.
Renault Kwid Outsider,2023,59300000.0,Usaquén , Bogotá D.C.
Mercedes-benz Clase Glb Amg,2023,329900000.0,Usaquén , Bogotá D.C.
Kia Stonic Zenith,2023,112680000.0,Chía , Cundinamarca
Citroën C5 Unique,2023,169990000.0,Montería , Córdoba
Renault Duster Oroch Zen,2023,97200000.0,Puente Aranda , Bogotá D.C.
Ford Ranger 3.2 Fx4,2023,198990000.0,Engativa , Bogotá D.C.
Hyundai Accent New,2023,83490000.0,Engativa , Bogotá D.C.
Mg Marvel R Luxury 4x2,2023,239990000.0,Engativa , Bogotá D.C.
Kia Sportage Sportage Gt Line,2024,199990000.0,Usaquén , Bogotá D.C.
Honda Wr-v 1.5 Lx,2023,109490000.0,Chía , Cundinamarca
Peugeot 3008 Gt Line,2023,170990000.0,Cali , Valle Del Cauca
Ford Ranger Xlt 3.2l,2023,181990000.0,Engativa , Bogotá D.C.
Renault Duster 1.3 Intense Mt 4x4,2023,114900000.0,Villavicencio , Meta
